TF,Cell type,Genome,GEO ID
Ascl1,Tumor,mm9,['GSM1700644']
Ascl2,CD4-Positive T-Lymphocytes,mm9,"['GSM1276937', 'GSM1276938']"
Ash1l,C2C12,mm9,"['GSM3019449', 'GSM3019450', 'GSM3019451']"
Ash2l,AtT-20,mm9,['GSM2806245']
Ash2l,B-Lymphocytes,mm9,['GSM566970']
Ash2l,Dorsal cortex,mm9,"['GSM3423435', 'GSM3423436']"
Asxl1,Bone Marrow Cells,mm9,"['GSM3021550', 'GSM3021551']"
Asxl1,Embryonic Stem Cells,mm9,"['GSM2835742', 'GSM2835743']"
Asxl1,Mesenchymal stem cells,mm9,"['GSM1968334', 'GSM2633503']"
Atf2,3T3-L1,mm9,"['GSM1368013', 'GSM1370447']"
Atf3,Dendritic Cells,mm9,"['GSM881126', 'GSM881126', 'GSM881127', 'GSM881127', 'GSM881127', 'GSM881127', 'GSM881128', 'GSM881128', 'GSM881129', 'GSM881129']"
Atf3,Macrophages,mm9,"['GSM2663858', 'GSM2663859', 'GSM2663860', 'GSM2663861', 'GSM2663862', 'GSM1314656', 'GSM1314657', 'GSM1314660', 'GSM1334036', 'GSM1334037', 'GSM1334038', 'GSM1334039', 'GSM1334040', 'GSM1334041']"
Atf3,Pancreas,mm9,['GSM1468717']
Atf4,Dendritic Cells,mm9,"['GSM881130', 'GSM881130']"
Atf4,Dermal fibroblasts,mm9,['GSM1094256']
Atf4,MEF,mm9,"['GSM873426', 'GSM873427', 'GSM1944508']"
Atf7,3T3-L1,mm9,['GSM1370448']
Atf7ip,Embryonic Stem Cells,mm9,['GSM656526']
Atm,MEF,mm9,"['GSM1558589', 'GSM1558593']"
Atoh1,Colon,mm9,"['GSM2185705', 'GSM2185713']"
Atoh1,"Intestine, Small",mm9,"['GSM2185706', 'GSM2185712']"
Atrx,Cortical neuron,mm9,"['GSM1563588', 'GSM1563589', 'GSM1563590', 'GSM1563591', 'GSM1563592', 'GSM1563593']"
Atrx,Embryonic Stem Cells,mm9,"['GSM551138', 'GSM1819859', 'GSM1819862']"
Atrx,Embryonic liver,mm9,['GSM2541391']
Atrx,MEF,mm9,"['GSM2541387', 'GSM2541393', 'GSM2541397', 'GSM1372572']"
Atrx,Neuroepithelial progenitor cell,mm9,"['GSM2683459', 'GSM2683460', 'GSM2683461', 'GSM2683465', 'GSM2683466', 'GSM2683467', 'GSM2683471']"
Atrx,"mESCs, differentiated",mm9,['GSM1372580']
Auts2,Brain,mm9,['GSM1479201']
Auts2,Epidermal progenitor cells,mm9,"['GSM3070316', 'GSM3070391']"
BACH1,Embryonic Stem Cells,hg19,"['GSM3120576', 'GSM3120577']"
BACH1,K-562,hg19,['GSM935576']
BACH1,LoVo,hg19,['GSM1239491']
BACH1,hESC H1,hg19,['GSM935580']
BACH2,B-Lymphocytes,hg19,"['GSM2738059', 'GSM2738060']"
BACH2,DOHH-2,hg19,['GSM1703893']
BACH2,OCI-LY-7,hg19,"['GSM1703916', 'GSM1084800']"
BANP,HCT 116,hg19,"['GSM1716498', 'GSM1716500']"
BAP1,CAL-51,hg19,"['GSM2561627', 'GSM2561628', 'GSM2561629', 'GSM2561630', 'GSM2561631', 'GSM2561632']"
BARX1,LoVo,hg19,"['GSM1239385', 'GSM1239492']"
BATF,GM12878,hg19,['GSM803538']
BATF,OCI-LY-10,hg19,['GSM1370277']
BATF,OCI-LY-3,hg19,['GSM1370272']
BATF3,KK1,hg19,"['GSM2481675', 'GSM2481691']"
BATF3,LoVo,hg19,['GSM1239386']
BATF3,ST1,hg19,"['GSM2481673', 'GSM2481677']"
BBX,LoVo,hg19,['GSM1239551']
BCL10,IMR-90,hg19,"['GSM1197635', 'GSM1197636', 'GSM1197637', 'GSM1197638', 'GSM1197639', 'GSM1197640']"
BCL11A,Burkitt Lymphoma,hg19,['GSM2630344']
BCL11A,CAL1,hg19,['GSM1328451']
BCL11A,GM12878,hg19,['GSM803388']
BCL11A,HUDEP-2,hg19,"['GSM2771529', 'GSM2771530']"
BCL11A,LK-2,hg19,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
BCL11A,LoVo,hg19,['GSM1239552']
BCL11A,Pre-B cell leukemia,hg19,['GSM2630343']
BCL11A,hESC H1,hg19,"['GSM803396', 'GSM803476']"
BCL11B,PBMC,hg19,"['GSM3473241', 'GSM3473242']"
BCL11B,Thymus,hg19,"['GSM2247490', 'GSM2247492', 'GSM2247494', 'GSM2247496']"
BCL3,A549,hg19,['GSM1010775']
BCL3,GM12878,hg19,['GSM803342']
BCL3,K-562,hg19,['GSM803518']
BCL6,A549,hg19,"['GSM3386104', 'GSM3386105']"
BCL6,B-Lymphocytes,hg19,"['GSM1668937', 'GSM1668938', 'GSM898060', 'GSM1000979']"
BCL6,CD4-Positive T-Lymphocytes,hg19,"['GSM1462461', 'GSM1589798']"
BCL6,DLD-1,hg19,"['GSM2581993', 'GSM2581995', 'GSM2581997', 'GSM2581999', 'GSM2582001', 'GSM2582003', 'GSM2582004', 'GSM2582005']"
BCL6,ICN12,hg19,['GSM1438986']
BCL6,JURL-MK1,hg19,['GSM640427']
BCL6,LoVo,hg19,['GSM1239493']
BCL6,OCI-LY-7,hg19,['GSM1084801']
BCL6,OCI-LY1,hg19,"['GSM763402', 'GSM1133657', 'GSM2754202', 'GSM2754203', 'GSM2754206', 'GSM2754207', 'GSM2883401', 'GSM2883402', 'GSM763404']"
BCL6,SU-DHL-4,hg19,['GSM3356862']
BCLAF1,GM12878,hg19,['GSM803509']
BCLAF1,K-562,hg19,['GSM803515']
BCOR,B-Lymphocytes,hg19,['GSM898061']
BCOR,hESC H1,hg19,"['GSM2805866', 'GSM2805875', 'GSM2805878', 'GSM2805879']"
BDP1,IMR-90,hg19,"['GSM454596', 'GSM1160643']"
BDP1,MCF 10A,hg19,"['GSM3395060', 'GSM3395064']"
BDP1,T-47D,hg19,"['GSM3395052', 'GSM3395056']"
BEAF-32,14-16h embryos,dm3,"['GSM1256855', 'GSM1256856']"
BEAF-32,Imaginal wing disc,dm3,"['GSM900004', 'GSM900005', 'GSM900006', 'GSM900007']"
BEAF-32,Kc167,dm3,"['GSM762845', 'GSM762846', 'GSM762847', 'GSM807545', 'GSM807546', 'GSM1101654', 'GSM1535962', 'GSM1535963']"
BEAF-32,S2,dm3,['GSM1278639']
BHLHE40,A549,hg19,['GSM935440']
BHLHE40,GM12878,hg19,['GSM935430']
BHLHE40,Hep G2,hg19,"['GSM803483', 'GSM935566']"
BHLHE40,K-562,hg19,['GSM935616']
BHLHE40,LoVo,hg19,['GSM1239553']
BHLHE41,LoVo,hg19,['GSM1239387']
BMI,Lymphoblastoid cell line,hg19,['GSM3384455']
BMI1,293,hg19,"['GSM855011', 'GSM855019', 'GSM937861', 'GSM937865', 'GSM937869', 'GSM1424571', 'GSM1424575', 'GSM1424579', 'GSM1424583', 'GSM1424587', 'GSM1424591']"
BMI1,C4-2,hg19,['GSM2579121']
BMI1,DU 145,hg19,"['GSM1138594', 'GSM1138595']"
BMI1,Fetal neural progenitor cells,hg19,['GSM838668']
BMI1,GBM1-HAM,hg19,"['GSM838670', 'GSM838671', 'GSM838673']"
BMI1,K-562,hg19,['GSM937872']
BMI1,LoVo,hg19,['GSM1239554']
BMI1,Lymphoblastoid cell line,hg19,['GSM3384454']
BPTF,Erythroid Cells,hg19,['GSM1698350']
BPTF,T-47D,hg19,"['GSM1571861', 'GSM1571862']"
BRAF,hESC H1,hg19,['GSM3630270']
BRCA1,EWS502,hg19,"['GSM2327777', 'GSM2327778']"
BRCA1,GM12878,hg19,['GSM935377']
BRCA1,HeLa,hg19,['GSM935552']
BRCA1,Hep G2,hg19,['GSM935609']
BRCA1,IMR-90,hg19,"['GSM2327783', 'GSM2327784']"
BRCA1,LoVo,hg19,['GSM1239555']
BRCA1,MCF 10A,hg19,"['GSM997540', 'GSM1340576']"
BRCA1,SH-EP,hg19,"['GSM3044596', 'GSM3044597', 'GSM3044602', 'GSM3044603', 'GSM3477885', 'GSM3477886', 'GSM3477887', 'GSM3477888', 'GSM3477889', 'GSM3477890']"
BRCA1,TC-32,hg19,"['GSM2327771', 'GSM2327772']"
BRCA1,U2OS,hg19,"['GSM2327789', 'GSM2327790']"
BRCA1,hESC H1,hg19,['GSM935517']
BRCA2,hTERT-HME1,hg19,"['GSM3908736', 'GSM3908737']"
BRD1,RKO,hg19,['GSM1146449']
BRD1,hESC HUES64,hg19,"['GSM2797436', 'GSM2797437']"
BRD2,293,hg19,['GSM971946']
BRD2,Acute myeloid leukemia,hg19,"['GSM3408924', 'GSM3408925', 'GSM3408926', 'GSM3408927', 'GSM3408928', 'GSM3408929', 'GSM3408930', 'GSM3408931']"
BRD2,Chronic myeloid leukemia,hg19,"['GSM3408916', 'GSM3408917', 'GSM3408918', 'GSM3408919', 'GSM3408920', 'GSM3408921', 'GSM3408922', 'GSM3408923']"
BRD2,Diffuse intrinsic pontine glioma,hg19,"['GSM2265647', 'GSM2265648']"
BRD2,Foreskin,hg19,['GSM2842797']
BRD2,HCC1806,hg19,"['GSM3263335', 'GSM3263336', 'GSM3263337', 'GSM3263338']"
BRD2,LPS141,hg19,['GSM3027219']
BRD2,LX2,hg19,"['GSM1416805', 'GSM1416806']"
BRD2,MDA-MB-231,hg19,"['GSM3263316', 'GSM3263317', 'GSM3263318', 'GSM3263319', 'GSM3263325', 'GSM3263326', 'GSM3263327', 'GSM3263328', 'GSM3263329', 'GSM3263330', 'GSM3263339', 'GSM3263340', 'GSM3263341', 'GSM3263342']"
BRD2,MM.1S,hg19,"['GSM1247823', 'GSM1247824', 'GSM1247825']"
BRD2,Mutu,hg19,"['GSM2229484', 'GSM2229485']"
BRD2,NCI-H1299,hg19,"['GSM2801180', 'GSM2801191']"
BRD2,NCI-H23,hg19,"['GSM3112635', 'GSM3112636', 'GSM3112639', 'GSM3112640']"
BRD2,SF8628,hg19,"['GSM2265636', 'GSM2265637']"
BRD2,SK-MEL-147,hg19,"['GSM2476356', 'GSM2476357']"
BRD2,SUM 159PT,hg19,"['GSM3263331', 'GSM3263332', 'GSM3263333', 'GSM3263334']"
BRD2,VCaP,hg19,"['GSM1328969', 'GSM1328970', 'GSM1328971']"
BRD2,hESC H9,hg19,"['GSM1466837', 'GSM1466838']"
BRD3,293,hg19,['GSM971947']
BRD3,A549,hg19,['GSM3386106']
BRD3,Acute myeloid leukemia,hg19,"['GSM3408940', 'GSM3408941', 'GSM3408942', 'GSM3408943', 'GSM3408944', 'GSM3408945', 'GSM3408946', 'GSM3408947']"
BRD3,Chronic myeloid leukemia,hg19,"['GSM3408932', 'GSM3408933', 'GSM3408934', 'GSM3408935', 'GSM3408936', 'GSM3408937', 'GSM3408938', 'GSM3408939']"
BRD3,LPS141,hg19,['GSM3027220']
BRD3,LX2,hg19,"['GSM1416807', 'GSM1416808']"
BRD3,MCF-7,hg19,"['GSM2946702', 'GSM2946703', 'GSM2946704', 'GSM2946705']"
BRD3,MM.1S,hg19,"['GSM1247828', 'GSM1247829', 'GSM1247830', 'GSM1247831']"
BRD3,Mutu,hg19,"['GSM2229486', 'GSM2229487']"
BRD3,Unclassified,hg19,['GSM1820953']
BRD3,VCaP,hg19,"['GSM1328972', 'GSM1328973', 'GSM1328974']"
BRD3,hESC H9,hg19,"['GSM1466839', 'GSM1466840']"
BRD4,22Rv1,hg19,"['GSM2495657', 'GSM2495658', 'GSM2495659', 'GSM2495660']"
BRD4,24335,hg19,"['GSM2543128', 'GSM2543129']"
BRD4,293,hg19,"['GSM971948', 'GSM1220022', 'GSM1220024', 'GSM1249881', 'GSM1249882', 'GSM3712550', 'GSM3712551', 'GSM3712552']"
BRD4,402-91,hg19,['GSM3478731']
BRD4,90-8TL,hg19,"['GSM1527926', 'GSM1527929']"
BRD4,A-375,hg19,"['GSM2359435', 'GSM2359436', 'GSM2359437', 'GSM2359438']"
BRD4,A549,hg19,"['GSM2359439', 'GSM2359440', 'GSM2359441', 'GSM2359442']"
BRD4,Acute myeloid leukemia,hg19,"['-', '-', '-', 'GSM3408956', 'GSM3408957', 'GSM3408958', 'GSM3408959', 'GSM3408960', 'GSM3408961', 'GSM3408962', 'GSM3408963']"
BRD4,Akata,hg19,"['GSM2611574', 'GSM2611575', 'GSM2611576', 'GSM2611577', 'GSM2611578', 'GSM2611579', 'GSM2611580', 'GSM2611581']"
BRD4,B-CLL cells,hg19,"['GSM2942513', 'GSM2942514', 'GSM2942515', 'GSM2942516', 'GSM2942517', 'GSM2942518', 'GSM2942519', 'GSM2942520', 'GSM2942521', 'GSM2942522', 'GSM2942523', 'GSM2942524']"
BRD4,BCBL1,hg19,['GSM2769881']
BRD4,BE(2)-C,hg19,['GSM2113517']
BRD4,BxPC-3,hg19,"['-', '-']"
BRD4,C4-2,hg19,"['GSM2350446', 'GSM2350447', 'GSM2350448', 'GSM2350449', 'GSM2350450', 'GSM2350451', 'GSM2350452', 'GSM2350453', 'GSM2350454']"
BRD4,CAL1,hg19,"['GSM1975022', 'GSM1975025']"
BRD4,CD4-Positive T-Lymphocytes,hg19,"['GSM823378', 'GSM823379', 'GSM1022943', 'GSM1022944']"
BRD4,CHL-1,hg19,"['GSM2516776', 'GSM2516779', 'GSM2516782', 'GSM2516785', 'GSM2516788', 'GSM2516791']"
BRD4,COLO 205,hg19,['GSM1890740']
BRD4,COLO 320,hg19,['GSM1890752']
BRD4,COLO 741,hg19,['GSM1890758']
BRD4,CUTLL1,hg19,['GSM1252941']
BRD4,Chronic myeloid leukemia,hg19,"['GSM3408948', 'GSM3408949', 'GSM3408950', 'GSM3408951', 'GSM3408952', 'GSM3408953', 'GSM3408954', 'GSM3408955']"
BRD4,DND-41,hg19,['GSM1314142']
BRD4,Dermal fibroblast,hg19,"['GSM1503857', 'GSM1503858', 'GSM1503859']"
BRD4,Embryonic Stem Cells,hg19,['GSM823382']
BRD4,Fibroblasts,hg19,"['GSM2214077', 'GSM2214078']"
BRD4,Foreskin,hg19,['GSM2842798']
BRD4,GEN2.2,hg19,"['GSM1975028', 'GSM1975031']"
BRD4,GM12878,hg19,['GSM1536175']
BRD4,Gastrointestinal Stromal Tumors,hg19,"['GSM3100253', 'GSM3100255', 'GSM3100257']"
BRD4,HAP1,hg19,"['GSM2828225', 'GSM2828226', 'GSM2828227', 'GSM2828228']"
BRD4,HCC1395,hg19,"['GSM1842697', 'GSM1842698']"
BRD4,HCC1806,hg19,"['GSM2330574', 'GSM2330575', 'GSM2330576', 'GSM2330577', 'GSM3553094']"
BRD4,HCC1937,hg19,['GSM3553092']
BRD4,HCT 116,hg19,"['GSM1890732', 'GSM2058664', 'GSM2058665', 'GSM2058673', 'GSM2058674']"
BRD4,HCT-15,hg19,['GSM1890744']
BRD4,HEK293-T-REx,hg19,"['GSM1820961', 'GSM1820963', 'GSM1820965', 'GSM1820967', 'GSM1820969', 'GSM1820971', 'GSM1820973', 'GSM1820974']"
BRD4,HT-29,hg19,['GSM1890736']
BRD4,HUVEC,hg19,"['GSM2442773', 'GSM2442774', 'GSM1305201', 'GSM1305202', 'GSM1305203']"
BRD4,HeLa,hg19,['GSM1249906']
BRD4,Hep G2,hg19,"['GSM3495144', 'GSM3495147']"
BRD4,IMR-90,hg19,"['GSM1915116', 'GSM1915117', 'GSM1915118', 'GSM2098179', 'GSM2098180', 'GSM2098181']"
BRD4,J-Lat A72,hg19,"['GSM2676799', 'GSM2676802', 'GSM2676805', 'GSM2676808', 'GSM2676811', 'GSM2676812']"
BRD4,Jurkat,hg19,['GSM2218755']
BRD4,K-562,hg19,"['-', 'GSM2345029', 'GSM2345030', 'GSM2635249', 'GSM2635251', 'GSM2635253']"
BRD4,KELLY,hg19,"['GSM2752682', 'GSM2752683', 'GSM2752696', 'GSM2752697', 'GSM2752708', 'GSM2752709']"
BRD4,KK1,hg19,"['GSM2481683', 'GSM2481685']"
BRD4,KOPT-K1,hg19,['GSM1314128']
BRD4,L3.6,hg19,"['-', '-', 'GSM2188512', 'GSM2188513']"
BRD4,LNCAP,hg19,"['GSM2771594', 'GSM2771595']"
BRD4,LP-1,hg19,"['GSM1961130', 'GSM1961131', 'GSM1961133']"
BRD4,LPS141,hg19,['GSM3027221']
BRD4,LREX,hg19,"['GSM2771596', 'GSM2771597']"
BRD4,LS-180,hg19,['GSM1890755']
BRD4,LX2,hg19,"['GSM1416809', 'GSM1416810']"
BRD4,Lymphoblastoid cell line,hg19,"['GSM2643539', 'GSM2643540', 'GSM2643541']"
BRD4,MCF 10A,hg19,"['GSM1874947', 'GSM1874948', 'GSM1874949']"
BRD4,MCF-7,hg19,"['GSM1348515', 'GSM1348516', 'GSM1348517', 'GSM1348518', 'GSM1348519', 'GSM1348520', 'GSM3499200', 'GSM3499201', 'GSM3499202', 'GSM3499203', 'GSM3499204', 'GSM3499205', 'GSM3499206', 'GSM3499207', 'GSM3499208', 'GSM3499209', 'GSM3499210', 'GSM3499211']"
BRD4,MDA-MB-231,hg19,"['GSM2736135', 'GSM2736136', 'GSM2736139', 'GSM2736140', 'GSM2736143', 'GSM2736144', 'GSM2862187', 'GSM3263320', 'GSM3263321', 'GSM3263322', 'GSM3263323', 'GSM3263343', 'GSM3263344', 'GSM3263345', 'GSM3263346']"
BRD4,MDA-MB-436,hg19,"['GSM1842700', 'GSM1842701']"
BRD4,MM.1S,hg19,"['GSM1038271', 'GSM1038272', 'GSM1038273', 'GSM1038274', 'GSM1038275', 'GSM1070124', 'GSM1121094', 'GSM1121095']"
BRD4,MOLM-14,hg19,"['GSM1893934', 'GSM1893936', 'GSM1893938', 'GSM1893940', 'GSM1587905', 'GSM1587907']"
BRD4,MOLT-4,hg19,"['GSM2090919', 'GSM2090921', 'GSM2090922']"
BRD4,MUTZ-3,hg19,['-']
BRD4,MV-4-11,hg19,"['GSM1845133', 'GSM1845137', 'GSM1845140', 'GSM1845143', 'GSM1845161', 'GSM1845164', 'GSM1845167', 'GSM2345033', 'GSM2345034', 'GSM2716693', 'GSM2716694', 'GSM2716695', 'GSM2716696', 'GSM2716697', 'GSM2716698', 'GSM2716699', 'GSM2716700']"
BRD4,Melanoma,hg19,"['GSM1121099', 'GSM1121100']"
BRD4,Multiple Myeloma,hg19,['GSM1195561']
BRD4,Mutu,hg19,"['GSM2229482', 'GSM2229483', 'GSM2611562', 'GSM2611563', 'GSM2611564', 'GSM2611565']"
BRD4,NCI-H2171,hg19,"['GSM1038270', 'GSM2716708', 'GSM1195567', 'GSM1195569']"
BRD4,NCI-H3122,hg19,"['GSM2359443', 'GSM2359444', 'GSM2359445', 'GSM2359446']"
BRD4,NCI-N87,hg19,"['GSM2359447', 'GSM2359448', 'GSM2359449', 'GSM2359450']"
BRD4,OCI-AML3,hg19,"['GSM2807116', 'GSM2807117']"
BRD4,OCI-LY1,hg19,"['GSM1133650', 'GSM1133651', 'GSM1296634', 'GSM1296636']"
BRD4,OVCAR-3,hg19,"['GSM2054575', 'GSM2054576']"
BRD4,Osteoblasts,hg19,"['GSM2188490', 'GSM2188491', 'GSM2188492', 'GSM2188493', 'GSM2188494', 'GSM2188495']"
BRD4,P493-6,hg19,"['GSM1036401', 'GSM1036402', 'GSM1036403']"
BRD4,PC-9,hg19,"['GSM2359451', 'GSM2359452', 'GSM2359453', 'GSM2359454', 'GSM2359455', 'GSM2359456']"
BRD4,Plasma Cells,hg19,"['GSM1033752', 'GSM1033753']"
BRD4,RAJI,hg19,"['GSM1976289', 'GSM1976299']"
BRD4,RT-112,hg19,"['GSM2359457', 'GSM2359458', 'GSM2359459', 'GSM2359460']"
BRD4,Retina,hg19,"['GSM2316298', 'GSM2316299', 'GSM2316300', 'GSM2316301']"
BRD4,Retinoblastoma,hg19,['GSM2316302']
BRD4,Rh-4,hg19,"['GSM2214097', 'GSM2214098']"
BRD4,SEM,hg19,['GSM2212237']
BRD4,SF8628,hg19,"['GSM2265638', 'GSM2265639']"
BRD4,SGBS,hg19,"['GSM1709938', 'GSM1709939']"
BRD4,SK-MEL-147,hg19,"['GSM2476358', 'GSM2476359']"
BRD4,SK-MEL-5,hg19,"['GSM1968282', 'GSM1968283']"
BRD4,SK-N-BE(2),hg19,"['GSM3231633', 'GSM3231634', 'GSM3231635', 'GSM3231636']"
BRD4,ST1,hg19,"['GSM2481687', 'GSM2481689']"
BRD4,SUM 1315M02,hg19,"['GSM1842703', 'GSM1842704']"
BRD4,SUM 149PT,hg19,"['GSM1842706', 'GSM1842707', 'GSM1842711', 'GSM1842712']"
BRD4,SUM 159PT,hg19,"['GSM2330549', 'GSM2330550', 'GSM2330551', 'GSM2330552', 'GSM2330579', 'GSM2330580', 'GSM2330581', 'GSM2330582', 'GSM2330587', 'GSM2330588', 'GSM2330589', 'GSM2330590', 'GSM2330591', 'GSM2330592', 'GSM2330593', 'GSM2330595', 'GSM2330596', 'GSM2330597', 'GSM2330599', 'GSM2330600', 'GSM2330601', 'GSM2330602', 'GSM2330603', 'GSM1553134', 'GSM1553136', 'GSM1553139', 'GSM1553141']"
BRD4,SUM 185PE,hg19,"['GSM1842716', 'GSM1842717']"
BRD4,SUM 229PE,hg19,"['GSM2330604', 'GSM2330605', 'GSM2330607', 'GSM2330608']"
BRD4,SW 480,hg19,"['GSM1890748', 'GSM2991898', 'GSM2991899']"
BRD4,T-47D,hg19,"['GSM1842719', 'GSM1842720']"
BRD4,TC-797,hg19,"['GSM1820926', 'GSM1820927', 'GSM1820928', 'GSM1820929', 'GSM1820930', 'GSM1820931', 'GSM1820949', 'GSM1820957', 'GSM1820959']"
BRD4,TT,hg19,['GSM3132040']
BRD4,Th1 Cells,hg19,"['GSM1961565', 'GSM1961566']"
BRD4,U-87 MG,hg19,"['GSM1038284', 'GSM1195551', 'GSM1195552']"
BRD4,Unclassified,hg19,"['GSM1820950', 'GSM1820951', 'GSM1820952']"
BRD4,VCaP,hg19,"['GSM1328959', 'GSM1328960', 'GSM1328961', 'GSM1328975', 'GSM1328976', 'GSM1328977']"
BRD4,hESC H9,hg19,"['GSM1466835', 'GSM1466836']"
BRD7,BJ,hg19,"['GSM508791', 'GSM508792']"
BRD7,EOL-1,hg19,"['GSM3094368', 'GSM3094372']"
BRD7,MOLM-13,hg19,['GSM3094379']
BRD9,Aska,hg19,"['GSM3326017', 'GSM3326018']"
BRD9,EOL-1,hg19,['GSM3094369']
BRD9,HeLa,hg19,"['GSM3444395', 'GSM3444396', 'GSM3712983']"
BRD9,Jurkat,hg19,['GSM3094395']
BRD9,MDA-MB-231,hg19,"['GSM3263348', 'GSM3263349', 'GSM3263350', 'GSM3263351']"
BRD9,MOLM-13,hg19,['GSM3094378']
BRD9,Mel270,hg19,"['GSM3544061', 'GSM3544070']"
BRD9,NOMO-1,hg19,"['GSM2092890', 'GSM2092891']"
BRD9,SYO-1,hg19,"['GSM3094387', 'GSM3094391']"
BRD9,TTC-1240,hg19,"['GSM3094397', 'GSM3094398', 'GSM3326008', 'GSM3326009']"
BRD9,U-937,hg19,['GSM3712982']
BRF1,HeLa,hg19,"['GSM509049', 'GSM501711', 'GSM935582']"
BRF1,IMR-90,hg19,['GSM454597']
BRF1,K-562,hg19,['GSM935595']
BRF2,HeLa,hg19,"['GSM509050', 'GSM935435']"
BRF2,IMR-90,hg19,['GSM938408']
BRF2,K-562,hg19,['GSM935490']
BRPF3,RKO,hg19,"['GSM1556187', 'GSM1556188', 'GSM1556189']"
BRWD3,S2,dm3,['GSM2711347']
BUR2,Unclassified,sacCer3,['-']
BYE1,Unclassified,sacCer3,['-']
Bach1,Lung tumors,mm9,"['GSM3666334', 'GSM3666335', 'GSM3666336', 'GSM3666337', 'GSM3666338', 'GSM3666339', 'GSM3666340']"
Bach1,M1,mm9,['GSM2086721']
Bach1,Pro-B cells,mm9,['GSM2332777']
Bach2,CD4-Positive T-Lymphocytes,mm9,['GSM1120740']
Bach2,Lymph Nodes,mm9,"['GSM3613456', 'GSM3613457']"
Bach2,M1,mm9,['GSM2086722']
Bach2,Pro-B cells,mm9,"['GSM2332774', 'GSM2332775']"
Bap1,Embryonic Stem Cells,mm9,"['GSM2835744', 'GSM2835745', 'GSM3397967', 'GSM3733142']"
Batf,B-Lymphocytes,mm9,['GSM3523320']
Batf,C57BL/6,mm9,['GSM999801']
Batf,CD4-Positive T-Lymphocytes,mm9,"['GSM978758', 'GSM978761', 'GSM978762', 'GSM978763', 'GSM3024238', 'GSM3024239', 'GSM3024240', 'GSM1579236', 'GSM1579242']"
Batf,CD8-Positive T-Lymphocytes,mm9,"['GSM1309509', 'GSM1309510']"
Batf,Dendritic Cells,mm9,['GSM1288392']
Batf,Spleen,mm9,"['GSM3213957', 'GSM3213958', 'GSM3213959', 'GSM3213960']"
Batf,Th0,mm9,"['GSM1004784', 'GSM1004785', 'GSM1004789', 'GSM1004790', 'GSM1004791', 'GSM1004792']"
Batf,Th17 Cells,mm9,"['GSM978767', 'GSM1004786', 'GSM1004787', 'GSM1004788', 'GSM1004793', 'GSM1004794', 'GSM1004795', 'GSM1004796', 'GSM1004797', 'GSM2305295', 'GSM2305296']"
Batf,Th2 Cells,mm9,"['-', '-', 'GSM2259177', 'GSM2259184', 'GSM2259185', 'GSM2259186', 'GSM2259187', 'GSM3498252', 'GSM3498253', 'GSM3498254', 'GSM3498255', 'GSM3498260', 'GSM3498261', 'GSM3498262', 'GSM3498263', 'GSM3498264', 'GSM3498265', 'GSM3498266', 'GSM3498267', 'GSM3498308', 'GSM3498309']"
Batf,Treg,mm9,['GSM3430974']
Batf3,Dendritic Cells,mm9,"['GSM1633892', 'GSM1633897']"
Batf3,Th2 Cells,mm9,['GSM2538527']
Baz1a,Embryonic Stem Cells,mm9,"['GSM2111665', 'GSM2111666']"
Baz1a,Nucleus Accumbens,mm9,"['GSM1311264', 'GSM1311265', 'GSM1311266']"
Baz1b,Embryonic Stem Cells,mm9,"['GSM2111734', 'GSM2111735']"
Baz1b,MEF,mm9,['GSM1679031']
Baz1b,Nucleus Accumbens,mm9,"['GSM2255740', 'GSM2255741', 'GSM2255742', 'GSM2255743', 'GSM2255744', 'GSM2255745', 'GSM2255746', 'GSM2255747', 'GSM2255748', 'GSM2255749', 'GSM2255750', 'GSM2255751', 'GSM2255752', 'GSM2255753', 'GSM2255754']"
Baz2a,Embryonic Stem Cells,mm9,['GSM1826467']
Bbx,Trophoblast stem cells,mm9,"['GSM3019272', 'GSM3019273', 'GSM3019329']"
Bcl11a,Unclassified,mm9,['-']
Bcl11b,Bone Marrow Cells,mm9,"['GSM2985666', 'GSM2985667']"
Bcl11b,CD4 CD8 double negative cells,mm9,"['GSM2454924', 'GSM2454926', 'GSM2985664', 'GSM2985665']"
Bcl11b,CD4-Positive T-Lymphocytes,mm9,"['GSM2648437', 'GSM2648438', 'GSM3417494', 'GSM3421883', 'GSM3421884', 'GSM3421885']"
Bcl11b,Thymocytes,mm9,"['GSM2417981', 'GSM2417982', 'GSM2648439']"
Bcl11b,Thymus,mm9,"['GSM2095075', 'GSM2095076', 'GSM2107743', 'GSM2107745', 'GSM2107748']"
Bcl11b,Treg,mm9,"['GSM3417495', 'GSM3417496', 'GSM3421880', 'GSM3421881', 'GSM3421888', 'GSM3421889', 'GSM3421890']"
Bcl6,Liver,mm9,"['GSM784038', 'GSM784039', 'GSM784040', 'GSM784041', 'GSM784042', 'GSM784043', 'GSM784044']"
Bcl6,Macrophages,mm9,"['GSM419049', 'GSM611114', 'GSM611115', 'GSM851557']"
Bcl6,Tfh,mm9,['GSM1857225']
Bcl6,Th9,mm9,"['GSM1234367', 'GSM1234368']"
Bcl6,Unclassified,mm9,['GSM1857226']
Bcl6,mESC derived neural cells,mm9,"['GSM3897530', 'GSM3897532', 'GSM3897534']"
Bcor,Th17 Cells,mm9,['GSM3445850']
